C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_16_893.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_16_893.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_16_893.jpg,0,0,0,1.256091E-06
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_16_960.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_16_960.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_16_960.jpg,0,0,0,7.983025E-06
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_17_031.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_17_031.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_17_031.jpg,0,0,0,5.69074E-06
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_17_098.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_17_098.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_17_098.jpg,0,0,0,3.767434E-07
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_17_170.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_17_170.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_17_170.jpg,0,0,0,1.201833E-05
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_17_237.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_17_237.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_17_237.jpg,0,0,0,7.956595E-06
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_17_308.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_17_308.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_17_308.jpg,0,0,0,1.641303E-06
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_17_376.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_17_376.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_17_376.jpg,0,0,0,2.00709E-06
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_17_447.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_17_447.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_17_447.jpg,0,0,0,7.598811E-06
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_17_518.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_17_518.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_17_518.jpg,0,0,0,1.194508E-06
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_17_652.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_17_652.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_17_652.jpg,0,0,0,2.961348E-06
C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_04_13_13_17_25_355.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_04_13_13_17_25_355.jpg,C:\Users\banni\Udacity KITS\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_04_13_13_17_25_355.jpg,-0.248804,0.9352716,0,30.16073
